SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household size - 5 groups, collapsed and Household composition - 4 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household size - 5 groups, collapsed","One person",,,,"Two people",,,,"Three people",,,,"Four people",,,,"Five or more people",,,,
"Household composition - 4 groups, collapsed","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types",
"Data Zone (2022)",
"S01013682",73,0,0,0,0,57,17,2,0,12,3,1,0,18,1,3,0,6,0,1,
"S01013683",192,0,0,0,0,88,20,18,0,16,9,3,0,32,0,3,0,12,0,0,
"S01013684",129,0,0,0,0,60,44,5,0,33,17,3,0,14,1,3,0,6,0,1,
"S01013685",106,0,0,0,0,99,27,3,0,27,10,3,0,34,0,0,0,10,2,3,
"S01013686",110,0,0,0,0,59,28,4,0,39,10,1,0,17,6,4,0,8,0,0,
"S01013687",131,0,0,0,0,49,37,0,0,22,9,0,0,18,1,2,0,5,0,1,
"S01013688",171,0,0,0,0,76,43,8,0,47,21,0,0,35,3,0,0,5,0,1,
"S01013689",104,0,0,0,0,48,27,2,0,49,7,1,0,19,2,4,0,8,2,0,
"S01013690",73,0,0,0,0,48,35,4,0,20,9,4,0,23,2,0,0,1,0,0,
"S01013691",147,0,0,0,0,85,27,4,0,51,13,2,0,31,2,1,0,9,0,1,
"S01013692",199,0,0,0,0,77,45,4,0,33,19,3,0,31,4,5,0,14,4,2,
"S01013693",154,0,0,0,0,123,30,4,0,53,8,8,0,19,1,2,0,7,1,1,
"S01013694",217,0,0,0,0,101,23,3,0,43,5,2,0,37,3,2,0,4,0,0,
"S01013695",89,0,0,0,0,77,26,2,0,24,5,2,0,17,0,1,0,6,0,1,
"S01013696",174,0,0,0,0,98,54,5,0,47,14,4,0,32,7,7,0,6,0,1,
"S01013697",129,0,0,0,0,75,18,5,0,29,6,5,0,28,4,3,0,10,0,6,
"S01013698",40,0,0,0,0,34,24,4,0,25,22,8,0,28,6,2,0,13,2,0,
"S01013699",70,0,0,0,0,53,19,3,0,28,11,7,0,25,4,0,0,13,0,0,
"S01013700",162,0,0,0,0,107,26,6,0,39,15,4,0,44,8,1,0,9,2,1,
"S01013701",54,0,0,0,0,63,29,5,0,37,13,3,0,24,2,3,0,13,0,0,
"S01013702",87,0,0,0,0,89,37,2,0,48,19,2,0,52,8,7,0,13,6,1,
"S01013703",78,0,0,0,0,62,30,4,0,28,10,3,0,20,2,1,0,13,4,4,
"S01013704",106,0,0,0,0,88,26,6,0,40,8,4,0,31,3,4,0,10,3,1,
"S01013705",90,0,0,0,0,72,26,8,0,35,9,4,0,30,6,2,0,9,2,4,
"S01013706",98,0,0,0,0,65,21,4,0,30,10,2,0,31,3,2,0,5,2,1,
"S01013707",70,0,0,0,0,36,48,5,0,40,31,2,0,37,20,3,0,17,0,5,
"S01013708",79,0,0,0,0,64,16,8,0,27,9,4,0,37,6,2,0,11,1,3,
"S01013709",68,0,0,0,0,28,31,12,0,31,28,14,0,18,8,5,0,5,5,4,
"S01013710",188,0,0,0,0,61,51,5,0,56,31,1,0,23,13,7,0,19,4,10,
"S01013711",97,0,0,0,0,87,31,4,0,43,15,7,0,32,7,1,0,10,0,2,
"S01013712",149,0,0,0,0,53,51,6,0,40,28,7,0,34,10,11,0,35,6,3,
"S01013713",53,0,0,0,0,65,31,5,0,37,19,6,0,21,10,3,0,10,2,4,
"S01013714",121,0,0,0,0,51,20,5,0,20,6,4,0,21,0,4,0,4,1,1,
