England and Wales Code,England and Wales,Household size (5 categories) Code,Household size (5 categories),Tenure of household (5 categories) Code,Tenure of household (5 categories),Household composition (15 categories) Code,Household composition (15 categories),Accommodation type (5 categories) Code,Accommodation type (5 categories),Observation
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,2,Whole house or bungalow: Semi-detached,42967
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,3,Whole house or bungalow: Terraced,32862
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,4,"Flat, maisonette or apartment",17792
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,5,A caravan or other mobile or temporary structure,53
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,1,Whole house or bungalow: Detached,1927
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,2,Whole house or bungalow: Semi-detached,20961
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,3,Whole house or bungalow: Terraced,16793
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,4,"Flat, maisonette or apartment",24500
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,5,A caravan or other mobile or temporary structure,58
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,1,Whole house or bungalow: Detached,1235
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,2,Whole house or bungalow: Semi-detached,13698
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,3,Whole house or bungalow: Terraced,10847
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,4,"Flat, maisonette or apartment",5514
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,5,A caravan or other mobile or temporary structure,12
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,1,Whole house or bungalow: Detached,10818
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,2,Whole house or bungalow: Semi-detached,93941
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,3,Whole house or bungalow: Terraced,73122
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,4,"Flat, maisonette or apartment",79732
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,5,A caravan or other mobile or temporary structure,458
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,1,Whole house or bungalow: Detached,2466
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,2,Whole house or bungalow: Semi-detached,24227
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,3,Whole house or bungalow: Terraced,20286
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,4,"Flat, maisonette or apartment",13844
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,5,A caravan or other mobile or temporary structure,28
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,1,Whole house or bungalow: Detached,278
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,2,Whole house or bungalow: Semi-detached,1445
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,3,Whole house or bungalow: Terraced,1067
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,4,"Flat, maisonette or apartment",1625
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,5,A caravan or other mobile or temporary structure,12
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,13,Other household types: With dependent children,1,Whole house or bungalow: Detached,949
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,13,Other household types: With dependent children,2,Whole house or bungalow: Semi-detached,8160
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,13,Other household types: With dependent children,3,Whole house or bungalow: Terraced,6301
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,13,Other household types: With dependent children,4,"Flat, maisonette or apartment",6705
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,13,Other household types: With dependent children,5,A caravan or other mobile or temporary structure,24
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1,Whole house or bungalow: Detached,2937
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2,Whole house or bungalow: Semi-detached,12643
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3,Whole house or bungalow: Terraced,10927
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",4,"Flat, maisonette or apartment",11703
K04000001,England and Wales,3,3 people in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",5,A caravan or other mobile or temporary structure,21
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,-8,Does not apply,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,-8,Does not apply,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,-8,Does not apply,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,-8,Does not apply,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,-8,Does not apply,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,2,One-person household: Other,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,2,One-person household: Other,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,2,One-person household: Other,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,2,One-person household: Other,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,2,One-person household: Other,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,1,Whole house or bungalow: Detached,28
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,2,Whole house or bungalow: Semi-detached,26
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,3,Whole house or bungalow: Terraced,17
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,4,"Flat, maisonette or apartment",26
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,5,A caravan or other mobile or temporary structure,2
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,1,Whole house or bungalow: Detached,24593
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,2,Whole house or bungalow: Semi-detached,50624
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,3,Whole house or bungalow: Terraced,48209
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,4,"Flat, maisonette or apartment",85716
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,5,A caravan or other mobile or temporary structure,236
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,1,Whole house or bungalow: Detached,14969
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,2,Whole house or bungalow: Semi-detached,19684
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,3,Whole house or bungalow: Terraced,15219
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,4,"Flat, maisonette or apartment",13625
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,5,A caravan or other mobile or temporary structure,163
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,1,Whole house or bungalow: Detached,13840
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,2,Whole house or bungalow: Semi-detached,43781
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,3,Whole house or bungalow: Terraced,48331
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,4,"Flat, maisonette or apartment",40077
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,5,A caravan or other mobile or temporary structure,213
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,1,Whole house or bungalow: Detached,2941
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,2,Whole house or bungalow: Semi-detached,5747
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,3,Whole house or bungalow: Terraced,5251
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,4,"Flat, maisonette or apartment",3108
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,5,A caravan or other mobile or temporary structure,45
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,1,Whole house or bungalow: Detached,20285
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,2,Whole house or bungalow: Semi-detached,67897
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,3,Whole house or bungalow: Terraced,72796
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,4,"Flat, maisonette or apartment",41992
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,5,A caravan or other mobile or temporary structure,351
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,1,Whole house or bungalow: Detached,3067
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,2,Whole house or bungalow: Semi-detached,7497
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,3,Whole house or bungalow: Terraced,7671
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,4,"Flat, maisonette or apartment",4991
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,5,A caravan or other mobile or temporary structure,45
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,1,Whole house or bungalow: Detached,1522
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,2,Whole house or bungalow: Semi-detached,2778
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,3,Whole house or bungalow: Terraced,2603
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,4,"Flat, maisonette or apartment",5605
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,5,A caravan or other mobile or temporary structure,33
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,13,Other household types: With dependent children,1,Whole house or bungalow: Detached,2774
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,13,Other household types: With dependent children,2,Whole house or bungalow: Semi-detached,6784
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,13,Other household types: With dependent children,3,Whole house or bungalow: Terraced,6833
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,13,Other household types: With dependent children,4,"Flat, maisonette or apartment",7136
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,13,Other household types: With dependent children,5,A caravan or other mobile or temporary structure,46
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1,Whole house or bungalow: Detached,11892
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2,Whole house or bungalow: Semi-detached,27014
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3,Whole house or bungalow: Terraced,39873
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",4,"Flat, maisonette or apartment",69133
K04000001,England and Wales,3,3 people in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",5,A caravan or other mobile or temporary structure,178
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,One-person household: Aged 66 years and over,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,One-person household: Aged 66 years and over,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,One-person household: Aged 66 years and over,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,One-person household: Aged 66 years and over,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,One-person household: Aged 66 years and over,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,One-person household: Other,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,One-person household: Other,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,One-person household: Other,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,One-person household: Other,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,One-person household: Other,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Single family household: All aged 66 years and over,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Single family household: All aged 66 years and over,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Single family household: All aged 66 years and over,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Single family household: All aged 66 years and over,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Single family household: All aged 66 years and over,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,13,Other household types: With dependent children,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,13,Other household types: With dependent children,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,13,Other household types: With dependent children,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,13,Other household types: With dependent children,4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,13,Other household types: With dependent children,5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",4,"Flat, maisonette or apartment",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",5,A caravan or other mobile or temporary structure,0
K04000001,England and Wales,4,4 or more people in household,0,Owned: Owns outright,-8,Does not apply,1,Whole house or bungalow: Detached,0
K04000001,England and Wales,4,4 or more people in household,0,Owned: Owns outright,-8,Does not apply,2,Whole house or bungalow: Semi-detached,0
K04000001,England and Wales,4,4 or more people in household,0,Owned: Owns outright,-8,Does not apply,3,Whole house or bungalow: Terraced,0
K04000001,England and Wales,4,4 or more people in household,0,Owned: Owns outright,-8,Does not apply,4,"Flat, maisonette or apartment",0
